respID,obsID,qID,altID,choice,price,percent_cacao,crispy_rice,brand
6,48,8,2,1,1.2,0.8,1,Ghirardelli
6,48,8,3,0,1.5,0.6,1,Lindt
7,49,1,1,1,2.5,0.6,0,Lindt
7,49,1,2,0,1.2,0.1,1,Ghirardelli
7,49,1,3,0,1.5,0.8,1,Ghirardelli
7,50,2,1,0,3,0.8,0,Hershey
7,50,2,2,0,1,0.8,0,Ghirardelli
7,50,2,3,1,1.5,0.7,0,Lindt
7,51,3,1,1,2.5,0.7,0,Lindt
7,51,3,2,0,2,0.8,0,Lindt
7,51,3,3,0,2,0.7,0,Ghirardelli
7,52,4,1,0,1.5,0.7,1,Ghirardelli
7,52,4,2,1,1.5,0.8,0,Lindt
7,52,4,3,0,2,0.1,0,Lindt
7,53,5,1,0,1,0.8,1,Lindt
7,53,5,2,0,1.2,0.8,0,Lindt
7,53,5,3,1,1.2,0.1,1,Hershey
7,54,6,1,1,2,0.7,0,Hershey
7,54,6,2,0,2,0.1,0,Hershey
7,54,6,3,0,2,0.1,0,Lindt
7,55,7,1,0,1.5,0.8,1,Ghirardelli
7,55,7,2,1,1,0.1,1,Lindt
7,55,7,3,0,1.5,0.1,1,Hershey
7,56,8,1,0,1,0.7,0,Lindt
7,56,8,2,1,1,0.1,0,Lindt
7,56,8,3,0,2,0.1,0,Lindt
8,57,1,1,0,3,0.7,0,Hershey
8,57,1,2,1,1,0.7,1,Lindt
8,57,1,3,0,3,0.6,0,Hershey
8,58,2,1,0,3,0.6,0,Hershey
8,58,2,2,0,1,0.7,1,Ghirardelli
8,58,2,3,1,1.2,0.8,0,Hershey
8,59,3,1,0,2,0.6,1,Ghirardelli
8,59,3,2,0,2.5,0.8,1,Hershey
8,59,3,3,1,1.5,0.1,1,Ghirardelli
8,60,4,1,0,1,0.6,0,Hershey
8,60,4,2,1,2,0.1,1,Ghirardelli
8,60,4,3,0,2,0.7,0,Hershey
8,61,5,1,1,1.2,0.7,0,Ghirardelli
8,61,5,2,0,1.2,0.7,0,Lindt
8,61,5,3,0,1.5,0.7,0,Hershey
8,62,6,1,0,2.5,0.6,1,Lindt
8,62,6,2,0,1.5,0.1,1,Ghirardelli
8,62,6,3,1,1,0.6,0,Hershey
8,63,7,1,0,2.5,0.1,0,Ghirardelli
8,63,7,2,1,2.5,0.7,0,Hershey
8,63,7,3,0,1.2,0.6,0,Ghirardelli
8,64,8,1,1,2,0.1,0,Ghirardelli
8,64,8,2,0,3,0.8,1,Hershey
8,64,8,3,0,1.2,0.7,1,Ghirardelli
9,65,1,1,1,1,0.7,1,Ghirardelli
9,65,1,2,0,1.2,0.7,1,Ghirardelli
9,65,1,3,0,2.5,0.1,0,Ghirardelli
9,66,2,1,0,2.5,0.7,1,Hershey
9,66,2,2,0,1,0.8,1,Lindt
9,66,2,3,1,1.5,0.6,1,Ghirardelli
9,67,3,1,0,2,0.7,0,Hershey
9,67,3,2,1,2,0.1,0,Hershey
9,67,3,3,0,1.5,0.6,0,Hershey
9,68,4,1,0,3,0.8,0,Lindt
9,68,4,2,0,1,0.1,0,Lindt
9,68,4,3,1,1.2,0.8,1,Ghirardelli
9,69,5,1,0,1.2,0.8,1,Ghirardelli
9,69,5,2,0,2,0.7,1,Lindt
9,69,5,3,1,1,0.8,0,Lindt
9,70,6,1,0,3,0.7,0,Hershey
9,70,6,2,1,3,0.7,0,Ghirardelli
9,70,6,3,0,1.2,0.1,0,Hershey
9,71,7,1,0,1.2,0.7,1,Hershey
9,71,7,2,0,3,0.8,0,Lindt
9,71,7,3,1,1,0.6,0,Ghirardelli
9,72,8,1,0,3,0.7,0,Hershey
9,72,8,2,1,1.5,0.8,1,Hershey
9,72,8,3,0,1.5,0.1,1,Lindt
10,73,1,1,0,2.5,0.1,0,Lindt
10,73,1,2,0,2,0.6,0,Lindt
10,73,1,3,1,2,0.6,0,Hershey
10,74,2,1,1,2,0.8,0,Lindt
10,74,2,2,0,1.2,0.8,0,Hershey
10,74,2,3,0,1,0.1,1,Hershey
10,75,3,1,0,2.5,0.6,0,Hershey
10,75,3,2,1,1,0.6,0,Ghirardelli
10,75,3,3,0,1.5,0.1,0,Hershey
10,76,4,1,0,3,0.8,1,Hershey
10,76,4,2,1,1.5,0.8,0,Lindt
10,76,4,3,0,2,0.8,1,Hershey
10,77,5,1,1,2,0.1,1,Ghirardelli
10,77,5,2,0,1,0.8,1,Ghirardelli
10,77,5,3,0,2,0.7,1,Hershey
10,78,6,1,0,1.2,0.7,1,Lindt
10,78,6,2,0,1,0.8,1,Ghirardelli
10,78,6,3,1,2.5,0.7,0,Hershey
10,79,7,1,0,2.5,0.1,1,Hershey
10,79,7,2,1,1.5,0.1,1,Ghirardelli
10,79,7,3,0,1.2,0.8,0,Hershey
10,80,8,1,0,1.2,0.8,0,Ghirardelli
10,80,8,2,0,2,0.8,0,Lindt
10,80,8,3,1,1.5,0.1,1,Lindt
11,81,1,1,1,1,0.7,0,Hershey
11,81,1,2,0,2,0.8,1,Ghirardelli
11,81,1,3,0,2,0.7,0,Hershey
11,82,2,1,0,3,0.8,1,Lindt
11,82,2,2,1,1,0.6,0,Hershey
11,82,2,3,0,2.5,0.1,1,Ghirardelli
11,83,3,1,1,2.5,0.6,0,Ghirardelli
11,83,3,2,0,2.5,0.8,0,Lindt
11,83,3,3,0,3,0.6,0,Lindt
11,84,4,1,0,3,0.1,0,Ghirardelli
11,84,4,2,0,2,0.7,0,Ghirardelli
11,84,4,3,1,2,0.6,1,Ghirardelli
11,85,5,1,0,1.2,0.8,0,Ghirardelli
11,85,5,2,1,1,0.6,0,Ghirardelli
11,85,5,3,0,1.5,0.6,1,Hershey
11,86,6,1,0,1,0.6,0,Ghirardelli
11,86,6,2,1,1,0.6,0,Hershey
11,86,6,3,0,1,0.8,1,Ghirardelli
11,87,7,1,0,1,0.8,1,Lindt
11,87,7,2,1,1,0.8,0,Ghirardelli
11,87,7,3,0,2,0.7,1,Ghirardelli
11,88,8,1,0,3,0.7,1,Ghirardelli
11,88,8,2,1,2,0.7,0,Hershey
11,88,8,3,0,1.5,0.6,0,Lindt
12,89,1,1,0,2,0.8,0,Lindt
12,89,1,2,1,2,0.1,1,Lindt
12,89,1,3,0,2.5,0.1,1,Hershey
12,90,2,1,0,1.2,0.1,0,Hershey
12,90,2,2,1,2.5,0.8,0,Ghirardelli
12,90,2,3,0,3,0.1,0,Ghirardelli
12,91,3,1,0,2.5,0.6,1,Hershey
12,91,3,2,1,1.2,0.6,1,Lindt
12,91,3,3,0,2.5,0.6,1,Lindt
12,92,4,1,1,2.5,0.6,0,Lindt
12,92,4,2,0,3,0.6,1,Hershey
12,92,4,3,0,2.5,0.8,1,Hershey
12,93,5,1,0,1,0.8,0,Hershey
12,93,5,2,0,2,0.6,1,Ghirardelli
12,93,5,3,1,1.2,0.8,0,Ghirardelli
12,94,6,1,0,2,0.1,0,Hershey
12,94,6,2,1,1,0.1,0,Ghirardelli
12,94,6,3,0,1.2,0.7,1,Hershey
12,95,7,1,0,2.5,0.1,0,Ghirardelli
12,95,7,2,0,3,0.7,0,Lindt
12,95,7,3,1,2,0.8,1,Ghirardelli
12,96,8,1,1,2,0.1,1,Lindt
12,96,8,2,0,3,0.6,1,Hershey
12,96,8,3,0,1,0.6,1,Ghirardelli
13,97,1,1,0,3,0.8,0,Hershey
13,97,1,2,0,3,0.7,1,Hershey
13,97,1,3,1,1.5,0.6,0,Ghirardelli
13,98,2,1,0,2.5,0.8,1,Lindt
13,98,2,2,1,2,0.6,0,Hershey
13,98,2,3,0,1,0.6,0,Lindt
13,99,3,1,1,1.2,0.1,0,Lindt
13,99,3,2,0,1,0.1,1,Hershey
13,99,3,3,0,1,0.1,1,Lindt
13,100,4,1,0,2.5,0.6,0,Ghirardelli
13,100,4,2,1,1.2,0.6,1,Ghirardelli
13,100,4,3,0,1.2,0.6,0,Hershey
13,101,5,1,0,2.5,0.6,1,Hershey
13,101,5,2,0,1.2,0.6,0,Hershey
13,101,5,3,1,2,0.8,0,Lindt
13,102,6,1,1,2,0.1,1,Ghirardelli
13,102,6,2,0,1.5,0.1,0,Ghirardelli
13,102,6,3,0,1.5,0.7,0,Lindt
13,103,7,1,0,2,0.8,1,Lindt
13,103,7,2,1,1.2,0.7,1,Ghirardelli
13,103,7,3,0,1.5,0.7,1,Hershey
13,104,8,1,1,2.5,0.8,0,Lindt
13,104,8,2,0,2,0.7,1,Ghirardelli
13,104,8,3,0,3,0.6,1,Ghirardelli
14,105,1,1,1,1.2,0.6,0,Ghirardelli
14,105,1,2,0,1.2,0.7,1,Lindt
14,105,1,3,0,2,0.1,0,Ghirardelli
14,106,2,1,0,2,0.1,0,Lindt
14,106,2,2,1,2.5,0.1,0,Lindt
14,106,2,3,0,3,0.8,1,Hershey
14,107,3,1,1,1,0.7,0,Lindt
14,107,3,2,0,2,0.8,0,Hershey
14,107,3,3,0,1.5,0.7,1,Hershey
14,108,4,1,1,2,0.6,0,Hershey
14,108,4,2,0,3,0.7,0,Lindt
14,108,4,3,0,1.5,0.1,0,Hershey
14,109,5,1,0,2.5,0.1,0,Hershey
14,109,5,2,0,1,0.1,0,Ghirardelli
14,109,5,3,1,2.5,0.6,0,Lindt
14,110,6,1,1,2,0.7,0,Hershey
14,110,6,2,0,1.2,0.6,1,Lindt
14,110,6,3,0,1,0.1,1,Ghirardelli
14,111,7,1,0,1.5,0.6,1,Lindt
14,111,7,2,0,1.5,0.1,1,Hershey
14,111,7,3,1,1.5,0.6,0,Hershey
14,112,8,1,1,2.5,0.6,0,Lindt
14,112,8,2,0,3,0.1,1,Hershey
14,112,8,3,0,1.5,0.6,0,Hershey
15,113,1,1,1,1,0.7,1,Lindt
15,113,1,2,0,1.2,0.8,1,Ghirardelli
15,113,1,3,0,2.5,0.6,0,Ghirardelli
15,114,2,1,1,1,0.7,1,Ghirardelli
15,114,2,2,0,2.5,0.6,1,Hershey
15,114,2,3,0,2.5,0.7,0,Ghirardelli
15,115,3,1,1,1,0.1,1,Ghirardelli
15,115,3,2,0,1.5,0.7,1,Hershey
15,115,3,3,0,2,0.8,1,Hershey
15,116,4,1,1,1.2,0.8,0,Hershey
15,116,4,2,0,1,0.7,1,Lindt
15,116,4,3,0,1.2,0.8,0,Lindt
15,117,5,1,0,1.2,0.1,1,Hershey
15,117,5,2,0,1.5,0.7,1,Hershey
15,117,5,3,1,2,0.8,0,Lindt
15,118,6,1,1,1.5,0.7,0,Lindt
15,118,6,2,0,2.5,0.1,1,Ghirardelli
15,118,6,3,0,2.5,0.7,0,Ghirardelli
15,119,7,1,0,1.5,0.1,0,Hershey
15,119,7,2,1,2,0.1,1,Ghirardelli
15,119,7,3,0,3,0.6,0,Lindt
15,120,8,1,0,3,0.6,0,Hershey
15,120,8,2,0,1.2,0.7,0,Hershey
15,120,8,3,1,3,0.6,0,Ghirardelli
16,121,1,1,0,3,0.8,0,Hershey
16,121,1,2,1,3,0.1,1,Hershey
16,121,1,3,0,1,0.1,0,Ghirardelli
16,122,2,1,1,2.5,0.1,0,Hershey
16,122,2,2,0,1.5,0.8,1,Ghirardelli
16,122,2,3,0,1.2,0.6,1,Ghirardelli
16,123,3,1,0,1.2,0.8,0,Ghirardelli
16,123,3,2,0,3,0.6,0,Ghirardelli
16,123,3,3,1,1,0.6,0,Ghirardelli
16,124,4,1,0,3,0.1,0,Ghirardelli
16,124,4,2,1,1,0.6,1,Hershey
16,124,4,3,0,1.5,0.7,1,Hershey
16,125,5,1,1,1,0.6,1,Hershey
16,125,5,2,0,1.5,0.1,1,Lindt
16,125,5,3,0,2,0.7,1,Lindt
16,126,6,1,0,1,0.7,0,Ghirardelli
16,126,6,2,0,2.5,0.8,0,Ghirardelli
16,126,6,3,1,1.5,0.1,1,Ghirardelli
16,127,7,1,1,1.2,0.6,0,Lindt
16,127,7,2,0,1,0.7,1,Hershey
16,127,7,3,0,3,0.7,1,Lindt
16,128,8,1,0,3,0.8,1,Hershey
16,128,8,2,0,2,0.7,1,Ghirardelli
16,128,8,3,1,1,0.8,0,Lindt
17,129,1,1,0,1.5,0.8,0,Lindt
17,129,1,2,1,2.5,0.1,0,Lindt
17,129,1,3,0,1,0.7,1,Ghirardelli
17,130,2,1,0,2.5,0.1,0,Hershey
17,130,2,2,0,2,0.7,1,Hershey
17,130,2,3,1,1.2,0.7,1,Ghirardelli
17,131,3,1,1,1.5,0.7,1,Lindt
17,131,3,2,0,1.5,0.1,1,Hershey
17,131,3,3,0,1,0.1,0,Hershey
17,132,4,1,1,1.2,0.8,1,Ghirardelli
17,132,4,2,0,1,0.6,1,Ghirardelli
17,132,4,3,0,2.5,0.7,1,Hershey
17,133,5,1,0,2,0.1,0,Ghirardelli
17,133,5,2,1,3,0.7,1,Hershey
17,133,5,3,0,2,0.8,0,Lindt
17,134,6,1,0,2.5,0.6,1,Hershey
17,134,6,2,0,3,0.7,0,Lindt
17,134,6,3,1,2.5,0.7,1,Ghirardelli
17,135,7,1,0,1.5,0.8,0,Lindt
17,135,7,2,1,1,0.6,1,Ghirardelli
17,135,7,3,0,2,0.8,0,Hershey
17,136,8,1,0,2,0.7,1,Lindt
17,136,8,2,0,1.5,0.7,0,Hershey
17,136,8,3,1,1.2,0.6,0,Hershey
18,137,1,1,1,2,0.1,0,Ghirardelli
18,137,1,2,0,3,0.8,1,Hershey
18,137,1,3,0,1,0.7,1,Lindt
18,138,2,1,0,1,0.8,1,Hershey
18,138,2,2,1,1.5,0.8,0,Ghirardelli
18,138,2,3,0,3,0.6,1,Hershey
18,139,3,1,0,3,0.1,1,Hershey
18,139,3,2,1,1.5,0.6,0,Ghirardelli
18,139,3,3,0,1.2,0.1,0,Hershey
18,140,4,1,0,1.5,0.6,1,Ghirardelli
18,140,4,2,0,3,0.6,0,Ghirardelli
18,140,4,3,1,1.5,0.8,0,Lindt
18,141,5,1,0,2.5,0.7,0,Lindt
18,141,5,2,1,1.2,0.7,0,Hershey
18,141,5,3,0,2,0.7,0,Ghirardelli
18,142,6,1,0,1,0.1,0,Ghirardelli
18,142,6,2,0,3,0.1,0,Ghirardelli
18,142,6,3,1,1.5,0.6,0,Lindt
18,143,7,1,1,1.5,0.1,1,Ghirardelli
18,143,7,2,0,1.5,0.1,0,Hershey
18,143,7,3,0,2,0.6,1,Lindt
18,144,8,1,1,2.5,0.6,0,Hershey
18,144,8,2,0,3,0.7,0,Ghirardelli
18,144,8,3,0,1.2,0.6,1,Hershey
19,145,1,1,0,2,0.6,0,Lindt
19,145,1,2,0,3,0.7,1,Hershey
19,145,1,3,1,2,0.1,1,Ghirardelli
19,146,2,1,0,1,0.6,1,Ghirardelli
19,146,2,2,0,1.5,0.7,0,Hershey
19,146,2,3,1,1.2,0.7,0,Hershey
19,147,3,1,1,2,0.8,0,Ghirardelli
19,147,3,2,0,1.2,0.8,1,Lindt
19,147,3,3,0,1.5,0.8,0,Hershey
19,148,4,1,0,3,0.7,0,Hershey
19,148,4,2,0,2.5,0.6,0,Ghirardelli
19,148,4,3,1,2,0.7,0,Lindt
19,149,5,1,0,2,0.7,0,Hershey
19,149,5,2,1,1.5,0.1,0,Ghirardelli
19,149,5,3,0,3,0.8,0,Lindt
19,150,6,1,1,2,0.6,0,Lindt
19,150,6,2,0,2,0.7,0,Ghirardelli
19,150,6,3,0,3,0.6,1,Hershey
19,151,7,1,1,1.5,0.6,1,Ghirardelli
19,151,7,2,0,2.5,0.7,1,Ghirardelli
19,151,7,3,0,2.5,0.1,0,Ghirardelli
19,152,8,1,0,1.2,0.1,1,Lindt
19,152,8,2,0,1,0.1,1,Lindt
19,152,8,3,1,1.2,0.7,1,Lindt
20,153,1,1,0,2.5,0.7,0,Ghirardelli
20,153,1,2,1,2,0.7,1,Hershey
20,153,1,3,0,3,0.1,1,Ghirardelli
20,154,2,1,0,1,0.6,0,Ghirardelli
20,154,2,2,1,1.5,0.6,0,Ghirardelli
20,154,2,3,0,3,0.6,1,Ghirardelli
20,155,3,1,1,1.5,0.1,0,Hershey
20,155,3,2,0,2.5,0.7,1,Lindt
20,155,3,3,0,3,0.1,0,Lindt
20,156,4,1,1,2,0.1,0,Hershey
20,156,4,2,0,1.5,0.8,1,Hershey
20,156,4,3,0,2.5,0.8,0,Hershey
20,157,5,1,1,3,0.8,0,Ghirardelli
20,157,5,2,0,2,0.7,0,Ghirardelli
20,157,5,3,0,1,0.8,1,Lindt
20,158,6,1,0,3,0.1,1,Lindt
20,158,6,2,1,1.2,0.6,0,Ghirardelli
20,158,6,3,0,3,0.8,0,Lindt
20,159,7,1,1,1,0.1,0,Hershey
20,159,7,2,0,3,0.7,0,Lindt
20,159,7,3,0,2.5,0.6,1,Ghirardelli
20,160,8,1,0,1.2,0.6,1,Hershey
20,160,8,2,0,3,0.7,1,Lindt
20,160,8,3,1,2.5,0.7,0,Hershey
21,161,1,1,1,1,0.7,0,Lindt
21,161,1,2,0,2.5,0.7,0,Hershey
21,161,1,3,0,1.2,0.1,0,Hershey
21,162,2,1,0,1.2,0.7,1,Hershey
21,162,2,2,1,1.5,0.1,0,Ghirardelli
21,162,2,3,0,1.2,0.6,1,Lindt
21,163,3,1,0,3,0.8,1,Hershey
21,163,3,2,1,1,0.8,1,Lindt
21,163,3,3,0,2.5,0.6,1,Ghirardelli
21,164,4,1,1,2,0.8,1,Ghirardelli
21,164,4,2,0,2.5,0.7,0,Ghirardelli
21,164,4,3,0,2.5,0.6,1,Ghirardelli
21,165,5,1,0,2,0.8,1,Ghirardelli
21,165,5,2,0,2.5,0.1,0,Hershey
21,165,5,3,1,2,0.6,1,Ghirardelli
21,166,6,1,0,2.5,0.1,1,Lindt
21,166,6,2,0,2,0.1,0,Hershey
21,166,6,3,1,1,0.1,0,Lindt
21,167,7,1,0,2,0.6,1,Lindt
21,167,7,2,0,2,0.8,0,Ghirardelli
21,167,7,3,1,1,0.1,1,Ghirardelli
21,168,8,1,0,2.5,0.6,0,Lindt
21,168,8,2,1,1.2,0.1,0,Ghirardelli
21,168,8,3,0,3,0.8,1,Lindt
22,169,1,1,0,1,0.8,1,Hershey
22,169,1,2,1,2.5,0.7,0,Ghirardelli
22,169,1,3,0,2.5,0.6,0,Ghirardelli
22,170,2,1,1,1.5,0.7,0,Hershey
22,170,2,2,0,2,0.1,0,Hershey
22,170,2,3,0,1.2,0.6,0,Hershey
22,171,3,1,0,2,0.1,0,Hershey
22,171,3,2,0,1,0.6,0,Lindt
22,171,3,3,1,1.2,0.7,1,Lindt
22,172,4,1,1,2.5,0.6,1,Ghirardelli
22,172,4,2,0,3,0.7,1,Ghirardelli
22,172,4,3,0,2,0.6,1,Ghirardelli
22,173,5,1,1,2.5,0.7,1,Ghirardelli
22,173,5,2,0,1,0.6,0,Lindt
22,173,5,3,0,3,0.6,0,Ghirardelli
22,174,6,1,0,1,0.6,1,Ghirardelli
22,174,6,2,0,1,0.6,0,Hershey
22,174,6,3,1,2,0.1,1,Ghirardelli
22,175,7,1,1,1.2,0.7,1,Hershey
22,175,7,2,0,1.2,0.1,1,Lindt
22,175,7,3,0,2,0.7,1,Ghirardelli
22,176,8,1,1,1,0.7,0,Hershey
22,176,8,2,0,3,0.6,1,Ghirardelli
22,176,8,3,0,1.5,0.6,0,Lindt
23,177,1,1,0,1.5,0.1,0,Ghirardelli
23,177,1,2,1,2,0.1,1,Hershey
23,177,1,3,0,3,0.6,0,Lindt
23,178,2,1,0,1.2,0.6,1,Lindt
23,178,2,2,0,3,0.7,0,Hershey
23,178,2,3,1,1,0.6,1,Ghirardelli
23,179,3,1,1,1,0.6,1,Ghirardelli
23,179,3,2,0,2.5,0.1,1,Hershey
23,179,3,3,0,1.5,0.7,0,Lindt
23,180,4,1,1,3,0.8,1,Lindt
23,180,4,2,0,2.5,0.8,1,Ghirardelli
23,180,4,3,0,2.5,0.1,0,Ghirardelli
23,181,5,1,0,3,0.6,1,Lindt
23,181,5,2,0,1.2,0.1,1,Hershey
23,181,5,3,1,1.2,0.8,0,Hershey
23,182,6,1,0,2,0.1,0,Lindt
23,182,6,2,1,1.2,0.6,1,Ghirardelli
23,182,6,3,0,1.2,0.1,1,Lindt
23,183,7,1,0,1,0.1,1,Lindt
23,183,7,2,0,3,0.7,0,Lindt
23,183,7,3,1,2.5,0.8,1,Ghirardelli
23,184,8,1,0,1.5,0.8,1,Lindt
23,184,8,2,0,1.2,0.6,0,Lindt
23,184,8,3,1,1,0.8,1,Ghirardelli
24,185,1,1,0,1,0.7,0,Hershey
24,185,1,2,1,1.2,0.7,0,Ghirardelli
24,185,1,3,0,2,0.1,0,Hershey
24,186,2,1,0,2.5,0.6,0,Hershey
24,186,2,2,0,1.5,0.8,1,Lindt
